Prediction,Accuracy,Error,Reliability,Relevance,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group
All Domains,0.820376271186,0.000200941828648,0.161075797023,0.740882216286,-0.00944915072193,0.00742691381659,0.240038152777,-0.0418530627746,-0.155992095333,-0.0146208484901
All Domains,0.816918159806,0.000189240704665,,0.792491259632,-0.0220485744496,0.00281927448375,0.228620158913,-0.056264549885,-0.150065376806,-0.0103421370174
All Domains,0.745149152542,0.000211237945889,0.396731081208,,-0.0264817074999,0.0273661578488,0.509403960685,-0.087281438315,-0.265469866856,0.0146640588291
All Domains,0.82017094431,0.000191917697877,0.162166530016,0.741132682189,,0.00643775930838,0.240284283355,-0.0429529899155,-0.156192459524,-0.0148574563481
All Domains,0.820128813559,0.000194802857199,0.160676755435,0.741169829145,-0.00850834478334,,0.241133608318,-0.0416379691208,-0.157231701336,-0.0138544612944
All Domains,0.817894430993,0.000193234854705,0.140531995745,0.83751642482,-0.0148132215118,0.0301676066649,,0.00714544969576,-0.141547367193,-0.00975138880201
All Domains,0.820536077482,0.000201873240063,0.164504435574,0.743102045928,-0.0125824076411,0.00700805616311,0.232650233609,,-0.174320031501,-0.0169071661215
All Domains,0.820596125908,0.000192643151269,0.157591848945,0.75392558962,-0.0112977536334,0.0162430230736,0.233997502003,-0.0920354907068,,-0.102058914059
All Domains,0.820506053269,0.000189768445245,0.160674530565,0.740582910697,-0.00968308695639,0.00677548902181,0.239801092128,-0.0424922763601,-0.16580850227,
All Domains,0.819862953995,0.000195706384798,0.1645905857,0.781549551246,,,0.192242061901,,,
All Domains,0.816685230024,0.000185275661569,0.141005948437,0.859198299806,,,,,,
All Domains,0.682791283293,0.000221656499036,0.414144153384,,,,,,,
All Domains,0.815631961259,0.000192545985134,,0.90081385814,,,,,,
All Domains,0.611169491525,0.000235215885845,,,-0.098783635718,,,,,
All Domains,0.611142857143,0.000242907957241,,,,0.0778477831153,,,,
All Domains,0.695815012107,0.000227459879052,,,,,0.452166011062,,,
All Domains,0.616928329298,0.000394092301986,,,,,,-0.150352931997,,
All Domains,0.640317191283,0.000262949452965,,,,,,,-0.24821086428,
All Domains,0.618180145278,0.000402300481094,,,,,,,,-0.149927868817
Within Rec,0.826415300546,0.00048609796816,0.127271607846,0.719871823864,-0.0661218589939,0.0304449161399,0.361834089443,-0.0605407830664,0.0132453425425,-0.176406321252
Within Rec,0.822128415301,0.000480546124443,,0.773271966303,-0.097988734013,0.0267621067339,0.342118146847,-0.0495681626047,0.0124291477134,-0.171469259165
Within Rec,0.752789617486,0.000581568566264,0.406391514929,,-0.116734342392,0.000415688828252,0.611813356007,-0.0638601111354,-0.125641059089,-0.107809840194
Within Rec,0.824879781421,0.000464288292124,0.149574271835,0.724468860289,,0.0243175174629,0.3750310823,-0.0741968445254,0.0131013500917,-0.176343476516
Within Rec,0.825510928962,0.000459817099843,0.125607969298,0.717826765452,-0.0628296009372,,0.369663984654,-0.0630325276608,0.00824328930526,-0.170422081523
Within Rec,0.818967213115,0.000489257996911,0.0686137908288,0.845220087418,-0.120683603816,0.0863587120377,,0.0171916554432,0.0220614139067,-0.164625662928
Within Rec,0.826349726776,0.00045646224376,0.122600443377,0.721176683204,-0.07477246699,0.0331204110258,0.349001833155,,-0.013885101078,-0.174269078401
Within Rec,0.825010928962,0.000457827320472,0.127238865936,0.718332712409,-0.0661116751647,0.0295548020521,0.362039650556,-0.0564945695322,,-0.168501816472
Within Rec,0.830049180328,0.000457429807636,0.123219810934,0.707939500296,-0.0665091488261,0.0153908190028,0.356927012371,-0.0568449511335,-0.106768692942,
Within Rec,0.677366120219,0.000556119149874,0.441626509718,,,,,,,
Within Rec,0.820442622951,0.000455639791462,,0.903057273969,,,,,,
Within Rec,0.639407103825,0.000568488324337,,,-0.334218499035,,,,,
Within Rec,0.549606557377,0.000680869513375,,,,0.0465435510851,,,,
Within Rec,0.712254098361,0.00056091452794,,,,,0.590546769191,,,
Within Rec,0.55631420765,0.00064166847769,,,,,,-0.0331164421768,,
Within Rec,0.576136612022,0.000638167373433,,,,,,,-0.159519685631,
Within Rec,0.561557377049,0.000699702625365,,,,,,,,-0.123275870504
Within Unem,0.776961956522,0.000507787555443,0.195057630939,0.679501530362,-0.0433819178109,-0.00248673515402,0.131457137638,0.0106616500099,-0.0755663883432,-0.00905053708995
Within Unem,0.776244565217,0.000517356502895,,0.707549211783,-0.0671308684391,-0.0140269352376,0.132129058224,-0.0125966674714,-0.0681462967308,0.0147227154174
Within Unem,0.674551630435,0.000579507216724,0.283438417926,,-0.125131884093,0.0836271437448,0.328757426617,-0.0644617319663,-0.210012182866,0.0529946844375
Within Unem,0.7779375,0.000476953235265,0.20110495403,0.68538441273,,-0.00818323297649,0.133585453034,0.0052435699987,-0.0782021615351,-0.0120942591851
Within Unem,0.776684782609,0.000490111712934,0.195294890152,0.679122246289,-0.0437571177644,,0.131349091161,0.0106939687109,-0.0748626118271,-0.00897005614652
Within Unem,0.779369565217,0.000501483453262,0.194300262648,0.718615250779,-0.0489968757502,0.000980859543291,,0.0435557866,-0.0632100549476,-0.0134508192395
Within Unem,0.77725,0.000516928994302,0.193984700172,0.678694766326,-0.0424538662564,-0.00258999857877,0.133674314966,,-0.070247557035,-0.00915381669986
Within Unem,0.778554347826,0.000524119464913,0.193462906689,0.687370692123,-0.0458085629633,0.0065960487446,0.127091672563,-0.0157702423586,,-0.0485804059636
Within Unem,0.778309782609,0.000507564500946,0.194141010186,0.678949143902,-0.0437960593691,-0.00231366150474,0.131683952561,0.0107447804226,-0.0818487501559,
Within Unem,0.652097826087,0.000609298829466,0.320211587597,,,,,,,
Within Unem,0.78260326087,0.000481947955901,,0.768766355805,,,,,,
Within Unem,0.573559782609,0.000620346661172,,,-0.213120581358,,,,,
Within Unem,0.555355978261,0.000664540608434,,,,0.124718536379,,,,
Within Unem,0.616505434783,0.000577080915648,,,,,0.300101128914,,,
Within Unem,0.557508152174,0.000873436291555,,,,,,-0.150353178072,,
Within Unem,0.604902173913,0.00100042347899,,,,,,,-0.20730181505,
Within Unem,0.566654891304,0.00104047975816,,,,,,,,-0.103212747079
Within CPS,0.826254691689,0.000477418565791,0.13175149191,0.605036059531,-0.00277495029006,0.0800637459289,0.152064772104,-0.0847207957262,-0.256948312976,0.0127687071639
Within CPS,0.82499463807,0.000465735807407,,0.650711185553,0.0163812690048,0.0560879478894,0.13407222262,-0.087251333517,-0.259614656027,0.0212586427337
Within CPS,0.783758713137,0.000501605942838,0.344546994812,,-0.0446129069555,0.192755386541,0.315895885658,-0.135761921898,-0.28021373265,-0.0315782106554
Within CPS,0.827308310992,0.000455191498335,0.131220946613,0.60519337691,,0.0792444429586,0.152068154972,-0.0851889175906,-0.256634111453,0.0129165959385
Within CPS,0.827179624665,0.000469706710147,0.113767517048,0.623052856794,0.0196573890094,,0.170821418402,-0.0927676257693,-0.251271352873,0.0328103168689
Within CPS,0.824954423592,0.000463230053804,0.109325477942,0.649040519444,-0.00357167582597,0.113360157853,,-0.0311849191643,-0.263589120279,-0.000299999957962
Within CPS,0.825345844504,0.000481282984211,0.132738610294,0.612830387869,-0.0106021937208,0.0846961481179,0.132207015136,,-0.297381399243,0.00622399164641
Within CPS,0.825903485255,0.000470270059166,0.134031549396,0.608879570452,0.00991806130703,0.067189834316,0.158306146252,-0.192052830785,,-0.1118961954
Within CPS,0.827753351206,0.000447684097133,0.132423608614,0.604306573711,-0.00325420891379,0.0822887448368,0.151250327167,-0.0835940593428,-0.249390572553,
Within CPS,0.763252010724,0.000552742317403,0.330012767681,,,,,,,
Within CPS,0.826319034853,0.000467706225124,,0.740250692062,,,,,,
Within CPS,0.743351206434,0.000498700607302,,,0.0503196790623,,,,,
Within CPS,0.742989276139,0.000508470649365,,,,0.139181777289,,,,
Within CPS,0.746533512064,0.000588667932933,,,,,0.281873975193,,,
Within CPS,0.743345844504,0.000519330697069,,,,,,-0.267078314976,,
Within CPS,0.742313672922,0.000484966017204,,,,,,,-0.342301531257,
Within CPS,0.742970509383,0.000503757010396,,,,,,,,-0.252646755732
Within Hos,0.788070422535,0.000593004362138,0.175166615067,0.544050137397,0.0522930017133,0.0368839888214,0.320255276016,0.0991669639267,-0.220987219145,0.0195689466404
Within Hos,0.790764084507,0.000574220809971,,0.586416283742,0.0438810685856,0.0375191082736,0.315032695732,0.06965427181,-0.218296897249,0.0105240247058
Within Hos,0.747771126761,0.000632339484051,0.371148257312,,0.0517988297629,0.00120923158314,0.485398788521,0.0896893428127,-0.326042101227,0.0379672171136
Within Hos,0.789651408451,0.000578643216234,0.1696282935,0.545086641644,,0.0445910707625,0.321398120105,0.102048807348,-0.216747827354,0.016202058196
Within Hos,0.788126760563,0.000549575325858,0.175377772088,0.537612946481,0.0595090443962,,0.324512322245,0.101012433561,-0.223621562534,0.0205274658057
Within Hos,0.788404929577,0.00057413737699,0.153985773134,0.681266070506,0.0599400041595,0.0596316694627,,0.13998973109,-0.21785174331,0.0506513626784
Within Hos,0.789971830986,0.000572792833938,0.153023997997,0.544498447667,0.0551866857247,0.0390982117746,0.330067438355,,-0.179488885063,0.0192022705838
Within Hos,0.791799295775,0.000564238310486,0.17500395533,0.573341971054,0.0434129788184,0.0426055205859,0.319795973989,0.020072093546,,-0.0844518462997
Within Hos,0.787929577465,0.000577453097087,0.173551412078,0.544379839604,0.0514761874458,0.0371287546862,0.321929661002,0.0990446013435,-0.208416795461,
Within Hos,0.719876760563,0.000652267137601,0.418519930175,,,,,,,
Within Hos,0.787408450704,0.000543948426783,,0.738861035795,,,,,,
Within Hos,0.693573943662,0.000618809956291,,,0.0125875150621,,,,,
Within Hos,0.692651408451,0.00060684383433,,,,0.0149786065219,,,,
Within Hos,0.718570422535,0.000599683444166,,,,,0.47847938295,,,
Within Hos,0.693929577465,0.00060963508106,,,,,,-0.074668855615,,
Within Hos,0.696024647887,0.000715820796987,,,,,,,-0.266047194871,
Within Hos,0.691820422535,0.000611680110139,,,,,,,,-0.102616381029
Within Loan,0.876264550265,0.000415492868201,-0.0504489678513,1.10415424772,-0.0114432987388,0.0191676071827,0.240084481714,-0.135254053782,-0.366857405069,0.107029842321
Within Loan,0.87605026455,0.000397300817017,,1.08646956557,-0.0106136135809,0.016423470861,0.241765746525,-0.127377739748,-0.365651289325,0.103702691192
Within Loan,0.813166666667,0.000506346058444,0.348163932076,,0.00361250532221,0.0889986606826,0.683835462546,-0.103459482971,-0.423218554378,0.0481923082806
Within Loan,0.876791005291,0.000418823549324,-0.0502372112765,1.10430547405,,0.0163128045149,0.24044048298,-0.136272170738,-0.368416654422,0.107130983442
Within Loan,0.877068783069,0.000397402944277,-0.0487305883635,1.1067913847,-0.00594488015605,,0.245307137082,-0.134055661348,-0.371997400453,0.109967593198
Within Loan,0.873701058201,0.000407146248706,-0.0564061383347,1.22406832637,-0.015005997725,0.0647745630358,,-0.112673401926,-0.345520991166,0.110596308184
Within Loan,0.87346031746,0.000414967817287,-0.0302533023177,1.09700805797,-0.0200144704679,0.01366208641,0.228231491265,,-0.421182663743,0.0892448753214
Within Loan,0.879777777778,0.000424787715149,-0.0442787204844,1.10968504393,-0.033368432763,0.0543751710746,0.222247915947,-0.232150852185,,-0.108742722061
Within Loan,0.87712962963,0.000413438814866,-0.0450231417624,1.09973564431,-0.0116844343236,0.02668117712,0.242469081634,-0.124231240623,-0.294168403629,
Within Loan,0.716756613757,0.000511705162248,0.42411830832,,,,,,,
Within Loan,0.874243386243,0.000371902222026,,1.2198105217,,,,,,
Within Loan,0.677285714286,0.000534107031532,,,-0.00823913185084,,,,,
Within Loan,0.698367724868,0.00071933666653,,,,0.300492024247,,,,
Within Loan,0.784714285714,0.000527649444668,,,,,0.649805908262,,,
Within Loan,0.673751322751,0.000527776890082,,,,,,-0.223294561574,,
Within Loan,0.706997354497,0.000611038517662,,,,,,,-0.389806096453,
Within Loan,0.67717989418,0.000576007586395,,,,,,,,-0.211761595798
Within Ins,0.804448979592,0.000537403113825,0.168069784975,0.887018167765,-0.0763187494602,0.0297309653453,0.239073824836,-0.175782232139,-0.0897171338655,-0.0357652677644
Within Ins,0.80475170068,0.000557360875777,,0.937990713696,-0.112573475485,0.0415896354054,0.244049198333,-0.188837705542,-0.0705698603086,-0.0385037477097
Within Ins,0.750346938776,0.000640405332812,0.366126805981,,-0.102606506381,0.00767406794383,0.731536552492,-0.194590959017,-0.205137436319,0.0203421667224
Within Ins,0.805785714286,0.000521937038206,0.19456911761,0.887562379293,,0.0260663515074,0.231073245606,-0.192811415297,-0.0893011186023,-0.0451931741211
Within Ins,0.80612244898,0.000546125268396,0.172534696515,0.886635585465,-0.0743081792803,,0.23454812398,-0.169131781894,-0.101049817359,-0.0300841392073
Within Ins,0.801775510204,0.000572733659767,0.172465923755,1.02287329733,-0.0607759919201,0.0140913533063,,-0.137588730109,-0.0693238546492,-0.0394952104999
Within Ins,0.801360544218,0.000531880270723,0.183721350169,0.888960167447,-0.104249842202,0.00893835341812,0.204678171041,,-0.138140311221,-0.0620779757543
Within Ins,0.804078231293,0.000550684484517,0.160996132406,0.892131162225,-0.0759129084386,0.0404883686915,0.232021254448,-0.192257770084,,-0.091417454674
Within Ins,0.80562244898,0.000519091323149,0.168559214432,0.886747431908,-0.078660174,0.0271319480539,0.239657371259,-0.179679132585,-0.114469281453,
Within Ins,0.62793877551,0.000606786217676,0.475266392694,,,,,,,
Within Ins,0.805238095238,0.00074588733482,,1.05396509771,,,,,,
Within Ins,0.593965986395,0.000776645101827,,,-0.19525216524,,,,,
Within Ins,0.572037414966,0.000647682089574,,,,-0.0203406839997,,,,
Within Ins,0.700353741497,0.000902926718228,,,,,0.650701034874,,,
Within Ins,0.554602040816,0.000662594629859,,,,,,-0.129799302081,,
Within Ins,0.563629251701,0.000616913858766,,,,,,,-0.10815462184,
Within Ins,0.563850340136,0.000635398484152,,,,,,,,-0.0756932555727
